,user_id,version,minutes_play,day_1_active,day_7_active
746,747,control,38.814169197592584,False,False
935,2436,treatment,28.71965461714083,False,False
263,264,control,24.16463283292343,False,False
488,489,control,52.50676031030868,False,False
1445,1446,control,25.233984424180555,False,False
1264,1265,control,38.23896442609245,False,False
638,2139,treatment,31.9592041239524,False,True
927,928,control,32.472840302376184,False,False
605,606,control,33.00846402206581,False,False
540,541,control,18.849600465805594,True,True
846,2347,treatment,25.59311662627497,False,False
56,1557,treatment,39.907063912931704,True,False
845,846,control,25.769722548466877,True,True
1117,1118,control,54.39414063865167,False,False
865,2366,treatment,34.30563276548845,False,False
1166,2667,treatment,49.0358591461309,False,False
1185,2686,treatment,38.29604119515761,True,False
861,2362,treatment,18.028999803333484,False,True
855,856,control,18.907690567503938,False,False
863,2364,treatment,12.693336378221954,False,False
840,2341,treatment,31.233723432872484,False,False
916,917,control,24.606098805214657,False,False
1292,2793,treatment,29.206043872438297,False,False
1314,2815,treatment,51.58092934674961,False,False
137,138,control,48.05970109932475,True,True
418,419,control,24.70011135785486,False,False
1578,3079,treatment,30.681659823864486,False,False
1391,1392,control,35.18714881940642,True,True
1350,2851,treatment,31.57708806756984,True,False
446,1947,treatment,18.431661874663185,True,False
46,47,control,53.92365265937726,True,True
277,1778,treatment,16.797870010514877,True,False
710,2211,treatment,19.834351657645204,False,True
724,725,control,26.165836888842172,False,False
978,2479,treatment,45.83039174765302,False,False
111,1612,treatment,43.42869549603737,False,True
579,2080,treatment,32.91482325439912,False,False
100,1601,treatment,37.42054689271831,False,True
1071,2572,treatment,22.77999577808481,True,False
29,1530,treatment,22.382451041403144,False,False
441,1942,treatment,25.491067948828576,False,False
1452,1453,control,36.754162850183405,False,False
442,443,control,26.013760752660996,False,False
468,1969,treatment,40.45876983713034,False,False
1480,1481,control,26.768656671773,False,False
885,886,control,21.06804052963207,False,False
132,1633,treatment,23.43562790600877,False,False
122,123,control,31.207473630971386,False,False
49,1550,treatment,53.38143338497953,True,False
201,1702,treatment,25.018946686591747,False,False
876,877,control,30.91428308514057,False,False
1245,2746,treatment,20.211030873103034,False,False
1697,3198,treatment,50.26247907920859,False,True
1537,3038,treatment,40.472992017721054,True,False
991,992,control,39.99252803047203,False,False
258,259,control,30.296429251204952,True,True
713,714,control,28.416728629507798,False,False
385,1886,treatment,32.094031564412624,False,False
549,550,control,38.88194541340876,False,False
1674,3175,treatment,29.640175979068843,False,False
1764,3265,treatment,39.00220881788981,True,True
223,224,control,26.383600681347872,False,False
1686,3187,treatment,30.47223861639351,True,False
34,35,control,39.274624317585825,False,False
126,1627,treatment,39.1234132997682,False,False
900,2401,treatment,36.513022180697554,False,False
787,788,control,29.425338729991697,True,True
1230,1231,control,21.826910185592197,False,False
135,1636,treatment,34.234688478568955,False,False
623,2124,treatment,28.655850880821287,False,False
463,464,control,24.012682333215707,True,True
1232,1233,control,22.712469547086247,False,False
1501,3002,treatment,47.42498341563221,False,True
323,1824,treatment,17.2027502134125,True,False
78,79,control,21.624832771749467,False,False
1387,1388,control,12.523708306782304,True,True
317,1818,treatment,24.303528523564754,False,True
740,2241,treatment,28.157529015793703,True,True
1424,1425,control,37.77221812367959,False,False
392,393,control,29.013153031904864,True,True
1035,2536,treatment,38.720459273385046,True,False
1389,1390,control,19.64471582579049,False,False
1458,2959,treatment,14.06545952488461,False,False
1233,1234,control,34.8847595789082,True,True
1150,1151,control,46.290902913813994,False,False
399,1900,treatment,33.440269381404946,False,False
960,961,control,11.361157006992524,False,False
1500,3001,treatment,46.575737161261245,False,False
752,753,control,45.23852017199803,False,False
1757,3258,treatment,20.1770563781985,False,False
636,2137,treatment,41.42335368440993,False,False
816,817,control,24.503019307912155,False,False
93,94,control,41.77861938808579,False,False
768,2269,treatment,8.635826496753527,False,False
1019,1020,control,26.17612970704441,False,False
977,978,control,29.50988301205539,False,False
1743,3244,treatment,32.86625719560586,True,False
1639,3140,treatment,19.72827795096866,False,False
990,991,control,25.464308238124712,False,False
1191,2692,treatment,36.75848361930672,True,True
1201,2702,treatment,32.80957145741887,False,False
220,221,control,17.443313143375182,False,False
1197,2698,treatment,28.300820988149397,True,True
1817,3318,treatment,32.9726916503941,True,False
1102,2603,treatment,38.53276211999319,False,True
1622,3123,treatment,27.157684290599963,True,False
891,2392,treatment,38.049794803731054,True,False
689,2190,treatment,22.46798484219439,False,True
1430,1431,control,36.09407318501568,False,False
1829,3330,treatment,17.052914685906313,False,False
997,2498,treatment,21.906729834400572,True,False
780,2281,treatment,29.02763631595715,False,True
126,127,control,38.1234132997682,False,False
609,2110,treatment,31.47341880907133,False,False
851,2352,treatment,30.463905399286578,True,False
673,2174,treatment,26.83654714700224,False,False
139,1640,treatment,27.459998872498268,True,False
1045,1046,control,33.13091929551947,False,False
1776,3277,treatment,33.63374249708893,True,True
207,208,control,20.846929300560213,True,True
1118,2619,treatment,14.319186860906115,False,False
784,785,control,23.384493534194938,False,False
1038,2539,treatment,37.58617564792277,True,True
1584,3085,treatment,26.947518447005734,False,False
1436,1437,control,26.485932666365006,False,False
263,1764,treatment,25.16463283292343,False,False
1648,3149,treatment,49.329059322943166,False,False
1159,1160,control,32.32869132339545,True,True
586,587,control,31.59748695055921,False,False
840,841,control,30.233723432872484,True,True
156,157,control,35.538561660032116,True,True
330,1831,treatment,29.546364568457896,False,False
917,2418,treatment,39.95370846607177,False,False
490,491,control,14.965416007506056,True,True
1155,2656,treatment,24.054402133024272,False,False
435,436,control,41.999876485826135,True,True
1402,2903,treatment,38.61089142538382,False,False
1380,2881,treatment,35.03703050696777,True,False
1189,1190,control,22.671560197474577,True,True
758,2259,treatment,23.457978372758085,False,False
990,2491,treatment,26.464308238124712,True,False
1034,2535,treatment,28.972472505671288,False,False
53,1554,treatment,23.019372647589375,False,True
461,462,control,44.48903611625761,False,False
1113,1114,control,7.182475736935203,True,True
986,2487,treatment,19.1534250722731,False,False
782,2283,treatment,17.00766131390413,False,False
247,1748,treatment,9.47506555587696,False,False
1076,2577,treatment,30.996892828688498,False,True
1472,1473,control,35.37244861053865,False,False
799,800,control,29.999244733893846,False,False
1778,3279,treatment,32.87789399749921,True,False
856,857,control,26.244418810284273,False,False
1279,2780,treatment,19.969501389839223,True,True
1465,2966,treatment,34.273403664082984,False,False
854,855,control,30.502219247640692,False,False
12,13,control,44.91389626124288,False,False
1433,2934,treatment,38.42372587642675,False,True
1438,2939,treatment,28.45699812869808,True,False
628,2129,treatment,29.507090582525546,True,True
1489,1490,control,38.4733865807904,True,True
789,2290,treatment,32.265165059702355,True,False
1110,2611,treatment,37.000544504725006,True,False
94,95,control,26.64989238066984,False,False
189,190,control,33.91584242350111,True,True
1451,2952,treatment,28.790540296315662,False,False
52,53,control,47.43712225122931,True,True
1567,3068,treatment,33.536766505451745,True,True
863,864,control,11.693336378221954,False,False
459,1960,treatment,41.644226884109074,True,True
853,2354,treatment,14.32310771852099,False,True
1255,1256,control,31.596147133117274,True,True
792,2293,treatment,20.429442226603975,False,False
809,2310,treatment,49.61564123831818,False,False
66,67,control,30.45490080631097,True,True
837,838,control,38.92200085137838,False,False
43,1544,treatment,36.73805862405058,True,False
879,2380,treatment,40.97957385677161,False,False
545,2046,treatment,46.02580905809435,True,False
677,2178,treatment,47.291212053324976,False,False
581,2082,treatment,18.999567220149764,True,True
1008,2509,treatment,22.923006598028486,False,False
533,534,control,30.8259541953627,False,False
1624,3125,treatment,12.977092533266397,False,False
1010,2511,treatment,36.53626395338985,False,False
1333,1334,control,36.48562898544482,False,False
168,169,control,30.792270140906123,True,True
801,802,control,9.914145316293741,False,False
476,1977,treatment,24.404399117277038,True,True
551,2052,treatment,30.043472555067005,False,False
827,828,control,40.89165382458384,True,True
68,69,control,18.01698855299213,True,True
1250,2751,treatment,42.75401914295431,False,False
162,163,control,31.340267927466652,False,False
374,1875,treatment,18.877310371039364,False,False
1280,2781,treatment,21.926385077444863,False,False
274,275,control,16.793974202103477,False,False
1379,2880,treatment,38.40198479386552,True,False
580,581,control,22.413715766399758,True,True
1389,2890,treatment,20.64471582579049,True,False
103,1604,treatment,56.98303927269315,False,False
368,369,control,34.195676758953944,True,True
607,2108,treatment,20.163223206404183,False,True
539,2040,treatment,37.31948284009333,True,False
492,1993,treatment,22.750079461528394,True,False
946,2447,treatment,23.24229979589778,False,True
150,151,control,32.538164765496276,True,True
1431,1432,control,21.139955108442788,False,False
1732,3233,treatment,27.864049511671393,True,True
1447,2948,treatment,48.21215798139392,False,False
32,1533,treatment,13.28466895490153,False,True
1347,1348,control,22.104287257268595,False,False
245,246,control,26.81043010900404,True,True
1323,2824,treatment,34.36296344884556,True,False
1291,1292,control,28.01373059493706,False,False
374,375,control,17.877310371039364,False,False
706,707,control,46.22208487850152,False,False
812,813,control,15.844812295657238,False,False
828,829,control,17.75470907183709,True,True
969,2470,treatment,45.210427683683314,False,True
683,2184,treatment,27.9222567785544,False,False
1454,2955,treatment,54.7138845402525,False,False
1191,1192,control,35.75848361930672,False,False
193,194,control,28.738822267690082,True,True
1278,1279,control,29.019086987805576,False,False
1029,2530,treatment,32.864296003994696,True,False
755,756,control,41.015259861531725,False,False
1077,1078,control,18.1819059122925,False,False
848,849,control,23.07947398279145,True,True
1052,1053,control,33.89781015943693,True,True
1712,3213,treatment,30.84205628056442,False,False
1599,3100,treatment,18.84337935664997,True,True
968,2469,treatment,36.28010473979208,False,True
657,658,control,28.413947930415006,False,False
100,101,control,36.42054689271831,False,False
80,1581,treatment,43.552373747242186,True,True
1666,3167,treatment,39.47926812910694,False,False
1625,3126,treatment,25.411763087003532,False,False
1210,2711,treatment,22.387747468027257,True,False
1351,2852,treatment,23.03703535709495,False,False
1154,2655,treatment,16.104182929006562,False,False
1139,1140,control,29.114746944474096,False,False
858,859,control,12.690105501778483,False,False
224,225,control,39.56601931056012,False,False
597,2098,treatment,17.056248872868103,False,False
242,1743,treatment,33.49969939455531,False,False
1610,3111,treatment,25.698284908272296,False,False
1691,3192,treatment,32.45194681369704,False,False
1466,2967,treatment,27.21033941421066,False,False
656,2157,treatment,34.715246817997674,False,False
1663,3164,treatment,29.188119770331774,True,False
903,904,control,27.472496993002395,True,True
396,1897,treatment,28.08493287434635,False,False
1461,1462,control,45.00922621656731,False,False
612,613,control,35.85318030092286,True,True
1383,2884,treatment,28.363713013269052,True,False
370,371,control,7.4846501401213,False,False
220,1721,treatment,18.443313143375182,True,False
793,794,control,43.20268318932101,False,False
120,1621,treatment,28.242139861338245,True,False
47,48,control,34.12912160308779,True,True
1788,3289,treatment,19.594657356365076,True,False
291,1792,treatment,37.68316866741527,False,False
1199,2700,treatment,16.747890390789355,True,False
791,792,control,37.740000020757854,False,False
1627,3128,treatment,26.334259680400972,False,False
280,1781,treatment,18.48810126526805,False,False
1241,2742,treatment,24.246657644559896,False,False
1128,1129,control,26.92120973423699,False,False
288,1789,treatment,17.709211708278396,True,False
1388,1389,control,32.60374658524301,False,False
437,438,control,13.60603032459224,True,True
892,2393,treatment,37.8203477683341,True,True
1317,1318,control,32.59158842559766,True,True
1494,1495,control,22.0574764113039,False,False
1494,2995,treatment,23.0574764113039,False,False
213,1714,treatment,16.839177474780698,True,False
1187,1188,control,23.95563275187569,False,False
1506,3007,treatment,16.481707981548922,True,False
934,935,control,26.41979897436658,False,False
1370,1371,control,38.01202385906572,False,False
1129,1130,control,30.87510010188713,False,False
1594,3095,treatment,35.67550473635022,False,True
1270,1271,control,26.179134477650315,False,False
55,56,control,40.693159694243484,True,True
680,681,control,38.90916750478691,False,False
1237,2738,treatment,29.925821014301263,False,False
988,989,control,12.134731473209946,True,True
149,150,control,31.433077325078724,False,False
1747,3248,treatment,37.18716810087124,False,False
289,1790,treatment,33.78033712022871,True,True
570,2071,treatment,31.94152885522212,False,False
1015,2516,treatment,29.715482456665573,True,False
224,1725,treatment,40.56601931056012,False,True
778,2279,treatment,42.912324570650995,False,False
320,321,control,21.823317004212523,False,False
1086,1087,control,36.20277356117697,False,False
904,2405,treatment,28.079958372297586,True,False
412,1913,treatment,28.75687214029099,False,False
980,2481,treatment,28.273455384622164,False,False
534,2035,treatment,40.608800752138436,True,False
552,2053,treatment,29.78258504742908,False,False
821,2322,treatment,12.92378722757428,False,False
571,572,control,27.664960068699,False,False
499,500,control,28.57949272870817,False,False
711,712,control,24.507464112719372,False,False
1421,2922,treatment,26.529163557527397,True,False
1064,2565,treatment,35.341976680931964,False,False
1352,2853,treatment,19.643119632149695,True,True
1839,3340,treatment,34.04062389814787,False,True
1014,2515,treatment,33.61272553135375,False,True
1100,2601,treatment,24.550745424752424,False,False
284,1785,treatment,27.45091168259915,True,False
922,923,control,39.598304499937306,True,True
722,723,control,37.71846635560763,False,False
393,1894,treatment,28.85016955036109,True,False
1200,1201,control,41.117017451038066,True,True
37,1538,treatment,37.88222711102285,True,False
1207,2708,treatment,24.67493115658783,True,True
116,117,control,16.290515299053922,False,False
155,1656,treatment,32.67942295401668,False,False
909,910,control,32.99885066545773,False,False
887,888,control,30.58537754695024,True,True
690,691,control,14.23767152603344,False,False
425,1926,treatment,23.548527781414066,True,False
258,1759,treatment,31.296429251204952,True,False
614,615,control,35.33510818339829,False,False
535,536,control,47.843567953013036,False,False
60,1561,treatment,23.272912857528084,False,False
1004,2505,treatment,35.74898322936985,False,False
865,866,control,33.30563276548845,False,False
729,730,control,34.253358569287855,True,True
29,30,control,21.382451041403144,False,False
1213,1214,control,33.06539895313577,False,False
456,457,control,31.659569744741766,True,True
1326,2827,treatment,51.67490482979059,True,False
1146,2647,treatment,25.737359847793044,False,False
1174,1175,control,25.552962211499686,True,True
978,979,control,44.83039174765302,False,False
1343,2844,treatment,36.698405144524855,False,False
841,2342,treatment,32.902100178591894,False,False
1343,1344,control,35.698405144524855,False,False
1145,2646,treatment,41.077282366996336,False,False
1545,3046,treatment,43.85591722413999,False,True
473,474,control,39.938067071364095,False,False
774,2275,treatment,28.54402334051229,False,True
744,745,control,28.321227734537207,False,False
1656,3157,treatment,29.392020029229222,False,True
1027,1028,control,32.0304448840871,True,True
477,478,control,37.5094459718968,True,True
1169,1170,control,35.70631219876737,True,True
727,2228,treatment,38.47392961546316,False,False
1140,2641,treatment,33.62959055169146,True,False
48,1549,treatment,40.78736005937347,False,False
469,470,control,36.13067728028843,False,False
1077,2578,treatment,19.1819059122925,True,False
1223,2724,treatment,25.313142544389915,False,True
1176,2677,treatment,29.419418242327435,False,False
324,1825,treatment,36.232184412826314,True,False
808,809,control,27.797075346999364,False,False
781,782,control,9.579035845045766,False,False
1180,2681,treatment,41.66542446969456,True,False
1521,3022,treatment,28.82076494418598,False,False
1186,2687,treatment,19.822327906103787,False,False
1549,3050,treatment,21.765848033788792,False,False
1221,2722,treatment,30.23859547042292,True,True
1083,1084,control,32.85650196109875,False,False
1350,1351,control,30.57708806756984,False,False
289,290,control,32.78033712022871,False,False
818,2319,treatment,18.980633191330263,False,False
1767,3268,treatment,34.82078619660132,False,False
880,881,control,25.24352232093561,False,False
397,1898,treatment,33.45379407259692,True,True
1735,3236,treatment,37.344087061386304,True,False
1633,3134,treatment,25.50922139459934,False,False
448,449,control,46.295341945107666,False,False
2,1503,treatment,33.82978498051992,True,False
1352,1353,control,18.643119632149695,False,False
189,1690,treatment,34.91584242350111,True,False
1062,1063,control,32.109162962220104,False,False
829,830,control,40.08650956308436,True,True
843,2344,treatment,39.41939573024577,True,False
67,1568,treatment,28.669079390155865,True,False
1088,1089,control,39.7855907814051,True,True
1025,2526,treatment,42.823316467539854,False,False
967,968,control,25.10220219586591,True,True
1160,2661,treatment,36.06976484320266,False,True
1421,1422,control,25.529163557527397,False,False
1211,1212,control,28.590091904592857,False,False
686,2187,treatment,34.612030597716746,True,False
1774,3275,treatment,20.696777082160143,False,False
434,435,control,39.04306220134642,True,True
1240,2741,treatment,44.057473995092344,False,False
1442,1443,control,24.78694394383872,False,False
663,664,control,23.949873439270107,False,False
198,199,control,26.587382837934143,True,True
777,778,control,31.26180680880619,True,True
1846,3347,treatment,30.616217296476155,True,False
735,736,control,41.06266657594722,False,False
1158,1159,control,28.185725369732292,False,False
703,2204,treatment,34.80921433772227,False,False
1246,1247,control,20.71062279042425,False,False
790,791,control,16.39992322876941,False,False
1366,2867,treatment,33.6599916717888,False,True
22,23,control,20.641661315976087,True,True
1473,2974,treatment,32.119256185568645,True,False
1046,2547,treatment,23.142806012324897,True,False
828,2329,treatment,18.75470907183709,True,False
1252,2753,treatment,32.72933294209505,True,True
1085,2586,treatment,33.40936864070513,False,True
1745,3246,treatment,21.755798024335192,True,True
1255,2756,treatment,32.59614713311727,False,True
1097,1098,control,43.09350974033091,False,False
671,672,control,15.180415438971453,False,False
1234,2735,treatment,41.965328284103464,False,False
485,486,control,49.845823984585664,True,True
1250,1251,control,41.75401914295431,True,True
1021,2522,treatment,32.594120040914795,False,False
54,1555,treatment,31.2968323030333,False,False
285,286,control,23.174618457966943,False,False
494,1995,treatment,20.497810097419098,True,False
1194,2695,treatment,38.687358603186,True,False
1586,3087,treatment,18.645813541796663,True,False
317,318,control,23.303528523564754,True,True
1246,2747,treatment,21.71062279042425,False,False
1304,1305,control,23.695246000002754,True,True
539,540,control,36.31948284009333,True,True
1353,1354,control,23.41158055542215,True,True
912,913,control,23.352207478246193,True,True
40,1541,treatment,22.946334819343843,False,True
354,355,control,17.772630402512146,False,False
382,1883,treatment,17.9421413365836,False,False
1015,1016,control,28.715482456665573,False,False
495,496,control,35.67880067453997,False,False
357,358,control,50.56467341225222,True,True
1427,2928,treatment,33.00048984916547,False,False
97,98,control,16.365284553814156,False,False
786,787,control,23.074168840286433,False,False
1011,2512,treatment,36.538744704318674,False,False
494,495,control,19.497810097419098,False,False
417,418,control,29.012401941332868,False,False
1589,3090,treatment,42.238828767630466,True,True
278,1779,treatment,22.335047962403905,False,False
1524,3025,treatment,27.873559774419157,True,False
970,2471,treatment,48.20920319810075,False,False
242,243,control,32.49969939455531,False,False
1793,3294,treatment,34.12593519751322,False,False
911,912,control,22.006608458028673,False,False
1034,1035,control,27.972472505671288,False,False
1125,1126,control,21.997293189574535,True,True
736,737,control,24.477470503150727,False,False
520,2021,treatment,9.777011169574081,True,False
184,1685,treatment,25.513578718138017,True,False
1539,3040,treatment,33.8162607810668,False,False
394,1895,treatment,13.262286467436482,True,False
364,1865,treatment,21.13196110709678,True,False
1074,2575,treatment,26.9624046610854,True,False
1552,3053,treatment,32.78274217097657,False,False
1840,3341,treatment,31.135595252896717,False,False
979,980,control,37.20989391703909,True,True
993,994,control,10.682310210990114,False,False
1143,1144,control,34.03403209568512,True,True
1835,3336,treatment,49.69808914081171,False,True
620,2121,treatment,31.324072544038707,True,False
416,1917,treatment,38.285354008351334,False,False
35,1536,treatment,29.263643172097844,True,False
1668,3169,treatment,37.05970238180039,False,False
661,2162,treatment,38.471284116768416,False,False
615,616,control,25.843806238442493,True,True
1448,1449,control,19.113501190638516,False,False
1209,1210,control,22.688480623385917,False,False
123,1624,treatment,38.482156171872305,True,False
152,1653,treatment,16.881111239287726,False,False
244,245,control,34.3587577054744,False,False
1365,1366,control,21.10927591209453,True,True
944,2445,treatment,40.59706371347511,False,False
56,57,control,38.907063912931704,False,False
278,279,control,21.335047962403905,True,True
511,2012,treatment,29.67198825488025,True,False
1665,3166,treatment,25.66592374088333,True,False
1382,2883,treatment,25.738907368789,False,True
577,2078,treatment,29.329997256428403,True,False
1772,3273,treatment,30.859862752935825,False,False
454,455,control,26.734823533812765,False,False
771,2272,treatment,34.45124240612071,False,False
1214,1215,control,41.78375148671782,False,False
700,701,control,30.38447076647693,False,False
678,679,control,38.749623291033075,False,False
1082,1083,control,33.42205403995859,False,False
343,1844,treatment,27.43336938926656,False,True
1618,3119,treatment,40.074829450907494,False,False
1830,3331,treatment,23.459918059267572,True,False
1069,1070,control,28.353377778233817,False,False
1197,1198,control,27.300820988149397,False,False
745,746,control,43.08518452326017,True,True
974,2475,treatment,30.352550485137602,False,False
218,219,control,22.387057552398762,False,False
1134,2635,treatment,27.833000460966442,False,False
340,341,control,24.896571261938792,False,False
1749,3250,treatment,30.812884646583427,False,False
1651,3152,treatment,39.04438289269309,True,False
315,1816,treatment,29.695553110153764,True,False
1269,1270,control,14.199404379862425,False,False
425,426,control,22.548527781414066,False,False
1127,1128,control,36.911986057180805,True,True
580,2081,treatment,23.413715766399758,True,False
524,525,control,25.51608361539059,True,True
1408,2909,treatment,37.0416950738634,True,False
1449,2950,treatment,41.176128047319956,True,False
275,1776,treatment,24.303814001302417,False,False
1366,1367,control,32.6599916717888,False,False
1137,2638,treatment,36.38803273625781,False,False
1800,3301,treatment,27.99767602894135,False,False
1314,1315,control,50.58092934674961,True,True
241,1742,treatment,33.79662670157961,False,False
725,726,control,48.48379950883445,True,True
344,1845,treatment,12.048244069206813,False,False
908,909,control,23.573901585334287,False,False
603,604,control,26.27728268641714,False,False
84,85,control,26.8524185328254,True,True
1311,2812,treatment,14.347195791701765,False,True
1527,3028,treatment,10.533777929335013,True,False
1367,2868,treatment,23.85897403627081,False,False
672,2173,treatment,43.20078514238279,False,True
801,2302,treatment,10.914145316293741,True,True
75,1576,treatment,41.397270908927005,False,True
1274,1275,control,33.51450516560469,False,False
1425,1426,control,31.914379095329146,False,False
962,2463,treatment,27.75764651759473,False,False
435,1936,treatment,42.999876485826135,True,False
1511,3012,treatment,19.151230440705568,False,False
1303,2804,treatment,33.34843757678291,True,True
697,698,control,21.76714835385509,False,False
566,2067,treatment,21.14976417301928,True,False
1216,2717,treatment,20.429228584677016,False,False
1436,2937,treatment,27.485932666365006,False,True
70,71,control,34.684391194456445,True,True
618,2119,treatment,24.976600169737715,True,False
194,1695,treatment,32.97018932543476,False,True
262,1763,treatment,29.78551324595978,False,True
1426,2927,treatment,41.509586725418536,True,True
96,1597,treatment,20.154320879942333,False,True
1407,2908,treatment,28.2896450679941,False,False
1765,3266,treatment,36.49288225630268,False,False
1170,2671,treatment,37.755037809057725,True,False
152,153,control,15.881111239287726,True,True
1547,3048,treatment,31.199611039043326,False,False
290,1791,treatment,20.252334068811248,False,False
1783,3284,treatment,23.08337763361439,False,False
933,934,control,7.638311579828894,False,False
45,46,control,29.881695055211804,False,False
233,1734,treatment,31.687883325259776,True,True
679,680,control,33.52271582071473,True,True
606,607,control,49.59095352507141,True,True
4,5,control,24.213997480314635,False,False
145,146,control,27.879198777243744,False,False
1156,1157,control,40.578625471721026,False,False
1307,1308,control,17.90372260414383,False,False
665,2166,treatment,36.77793954224381,False,False
37,38,control,36.88222711102285,True,True
1380,1381,control,34.03703050696777,True,True
1602,3103,treatment,25.76077591878281,False,False
514,515,control,19.11491444511071,False,False
1039,2540,treatment,38.112883400295274,True,False
762,763,control,14.389694885626362,False,False
689,690,control,21.46798484219439,False,False
1188,2689,treatment,45.17966828436699,False,False
953,2454,treatment,37.50154900967002,True,False
1298,2799,treatment,36.537746075705776,True,False
585,586,control,36.74584831236625,False,False
276,277,control,42.64625286968007,False,False
1129,2630,treatment,31.87510010188713,False,False
869,870,control,29.05834448079389,False,False
1305,2806,treatment,36.178866305162444,True,False
157,1658,treatment,25.693254402263758,False,False
1018,1019,control,30.143050907131368,False,False
1217,1218,control,29.108363008396847,False,False
826,827,control,18.178471086729395,False,False
25,1526,treatment,24.6224849754659,True,True
1463,2964,treatment,29.10617812267303,False,False
300,1801,treatment,38.65054845997018,True,False
926,2427,treatment,31.839928561316405,False,True
528,2029,treatment,37.86804406794678,True,True
1079,1080,control,44.51168822800476,False,False
535,2036,treatment,48.843567953013036,False,False
88,1589,treatment,51.87113359588186,False,False
268,1769,treatment,43.18985862132426,False,False
99,100,control,26.20823565427448,False,False
961,962,control,17.70030938320227,False,False
471,472,control,44.9245538715155,True,True
983,984,control,36.09790506039279,False,False
1327,2828,treatment,30.324981695717245,False,False
205,206,control,27.933376968024334,True,True
1061,2562,treatment,27.083722895007426,False,False
998,999,control,34.70263747596186,True,True
1342,2843,treatment,39.677062527201734,False,False
1607,3108,treatment,40.85833245584546,False,False
874,2375,treatment,22.75499425246379,True,False
1354,2855,treatment,29.166681895390965,False,False
637,638,control,8.950715704210378,False,False
521,2022,treatment,23.73885972482654,False,False
1190,2691,treatment,22.460551807707358,False,True
1458,1459,control,13.06545952488461,False,False
708,709,control,36.91422545256789,False,False
439,1940,treatment,34.10122520626526,False,False
756,2257,treatment,29.804812195699245,False,False
890,891,control,31.617103094175956,False,False
1320,1321,control,26.167298670963653,False,False
1645,3146,treatment,18.124048232201474,False,False
1122,1123,control,26.897724466186254,False,False
292,1793,treatment,40.55832355167165,False,False
790,2291,treatment,17.39992322876941,False,False
1499,3000,treatment,48.529096058434604,False,False
823,824,control,31.137559728798372,True,True
84,1585,treatment,27.8524185328254,False,True
573,2074,treatment,33.163965682720104,False,False
1679,3180,treatment,40.57501795816842,False,False
1070,1071,control,39.2306457129895,False,False
222,1723,treatment,28.54796658314805,True,False
272,1773,treatment,45.08369146076902,False,True
1517,3018,treatment,36.5535660524804,False,False
1495,2996,treatment,33.15801695532873,False,False
1001,2502,treatment,36.67594726027765,True,True
65,1566,treatment,39.07236534578566,False,True
814,815,control,40.52401068873978,False,False
476,477,control,23.404399117277038,False,False
422,1923,treatment,24.114514675364454,False,False
137,1638,treatment,49.05970109932475,True,False
1574,3075,treatment,30.385163212647935,True,False
404,1905,treatment,30.913395332584145,False,False
620,621,control,30.324072544038707,False,False
230,1731,treatment,14.995594669437285,False,False
520,521,control,8.777011169574081,False,False
1359,1360,control,33.22755521396,False,False
388,1889,treatment,33.51464184043594,False,False
154,1655,treatment,20.803449290781607,False,False
478,479,control,5.615394359549764,False,False
1437,1438,control,42.86001344146182,False,False
253,254,control,13.07947584622044,False,False
160,161,control,30.203159982346246,False,False
1714,3215,treatment,28.976527800422396,False,True
68,1569,treatment,19.01698855299213,False,False
142,1643,treatment,43.67298645054353,True,False
1341,2842,treatment,34.55039529108,False,True
95,1596,treatment,41.31114458921742,False,False
1256,2757,treatment,42.45684213401224,True,True
293,1794,treatment,22.223864133723445,False,False
937,2438,treatment,37.70512390647167,False,False
621,2122,treatment,40.46185896745388,True,False
33,34,control,23.001227654020827,False,False
108,1609,treatment,35.2614663969031,False,True
1012,1013,control,23.087995546672225,False,False
542,2043,treatment,26.274694079750013,False,True
5,6,control,46.51436537097151,False,False
762,2263,treatment,15.389694885626362,False,False
805,2306,treatment,43.66429298665847,False,True
1604,3105,treatment,25.341198807728276,False,True
931,2432,treatment,41.11939656367902,False,False
366,1867,treatment,48.44041087010834,False,True
838,839,control,27.705733710562036,False,False
1219,2720,treatment,37.742861135623734,True,False
1063,2564,treatment,30.35923259836843,False,False
1150,2651,treatment,47.290902913813994,False,True
922,2423,treatment,40.598304499937306,False,False
1710,3211,treatment,29.228102198081253,False,True
757,758,control,39.769215645749824,False,False
1825,3326,treatment,32.93094128228752,False,True
1047,1048,control,29.296161639087103,False,False
1422,1423,control,37.601662329675435,False,False
625,2126,treatment,19.398703384664714,True,True
703,704,control,33.80921433772227,False,False
521,522,control,22.73885972482654,False,False
907,908,control,7.27382289045698,False,False
1267,2768,treatment,37.594413957456624,True,False
537,2038,treatment,32.12644172239928,False,False
240,241,control,32.90874387424923,True,True
724,2225,treatment,27.165836888842172,True,False
1175,2676,treatment,34.50009136607213,True,True
1632,3133,treatment,40.8011750600836,True,True
246,247,control,36.30488030489918,False,False
972,973,control,29.51985808249543,False,False
1535,3036,treatment,37.01047093250554,True,True
1847,3348,treatment,25.022094259571606,False,True
121,1622,treatment,25.47891928511892,False,False
809,810,control,48.61564123831818,True,True
701,2202,treatment,21.51501373805923,True,False
135,136,control,33.234688478568955,False,False
1683,3184,treatment,43.25453148204057,False,True
693,694,control,29.019084172064,False,False
665,666,control,35.77793954224381,True,True
